Country,Region,Happiness,GDP,Support,Life_Exp,Freedom,Corruption,Generosity,Year
Mauritania,Sub-Saharan Africa,4.199,8.506,0.741,55.46,0.603,0.676,-0.079,2013
Niger,Sub-Saharan Africa,3.716,7.002,0.696,50.96,0.825,0.711,-0.077,2013
Nigeria,Sub-Saharan Africa,4.818,8.581,0.663,47.58,0.622,0.905,0.051,2013
Rwanda,Sub-Saharan Africa,3.466,7.449,0.75,58.06,0.904,0.117,-0.028,2013
Senegal,Sub-Saharan Africa,3.647,7.926,0.823,57.48,0.636,0.837,-0.052,2013
Sierra Leone,Sub-Saharan Africa,4.514,7.577,0.708,45.16,0.72,0.856,-0.071,2013
South Africa,Sub-Saharan Africa,3.661,9.461,0.839,53.38,0.714,0.8,-0.077,2013
Tanzania,Sub-Saharan Africa,3.852,7.699,0.803,54.52,0.654,0.859,0.054,2013
Uganda,Sub-Saharan Africa,3.71,7.595,0.878,52.86,0.763,0.82,0.053,2013
Zambia,Sub-Saharan Africa,5.244,8.131,0.761,52.32,0.77,0.732,-0.104,2013
Zimbabwe,Sub-Saharan Africa,4.69,7.985,0.799,50.96,0.576,0.831,-0.104,2013
Austria,Western Europe,7.499,10.883,0.95,71.82,0.922,0.679,0.168,2013
Belgium,Western Europe,7.104,10.784,0.909,71.16,0.891,0.574,0.017,2013
Cyprus,Western Europe,5.439,10.414,0.744,72.82,0.656,0.867,0.102,2013
Denmark,Western Europe,7.589,10.851,0.965,71.06,0.92,0.17,0.215,2013
Finland,Western Europe,7.445,10.722,0.941,71.12,0.919,0.306,0.04,2013
France,Western Europe,6.667,10.669,0.908,72.8,0.878,0.699,-0.125,2013
Germany,Western Europe,6.965,10.817,0.931,71.14,0.894,0.566,0.024,2013
Greece,Western Europe,4.72,10.243,0.687,71.68,0.426,0.941,-0.272,2013
Iceland,Western Europe,7.501,10.809,0.967,72.84,0.923,0.713,0.306,2013
Ireland,Western Europe,6.76,10.884,0.955,71.8,0.884,0.558,0.331,2013
Italy,Western Europe,6.009,10.608,0.916,72.92,0.499,0.943,-0.102,2013
Luxembourg,Western Europe,7.131,11.58,0.917,72.24,0.79,0.301,-0.054,2013
Malta,Western Europe,6.38,10.422,0.942,71.96,0.909,0,0.41,2013
Netherlands,Western Europe,7.407,10.857,0.925,71.76,0.919,0.505,0.305,2013
North Cyprus,Western Europe,5.567,0,0.869,0,0.775,0.715,0,2013
Portugal,Western Europe,5.158,10.312,0.867,71.4,0.788,0.946,-0.118,2013
Spain,Western Europe,6.15,10.476,0.929,73.26,0.759,0.916,-0.101,2013
Sweden,Western Europe,7.434,10.804,0.916,72.14,0.936,0.324,0.159,2013
United Kingdom,Western Europe,6.918,10.679,0.937,71.54,0.905,0.568,0.346,2013
Taiwan Province of China,East Asia,6.34,10.75,0.817,0,0.69,0.841,0.002,2013
Trinidad and Tobago,Latin America and Caribbean,6.168,10.285,0.883,62.82,0.847,0.948,0.128,2013
Australia,Australia and New Zealand,7.289,10.772,0.924,72.6,0.923,0.442,0.319,2014
New Zealand,Australia and New Zealand,7.306,10.592,0.942,72.48,0.932,0.273,0.348,2014
Albania,Central and Eastern Europe,4.814,9.378,0.626,67.52,0.735,0.883,-0.025,2014
Bosnia and Herzegovina,Central and Eastern Europe,5.249,9.411,0.788,66.86,0.412,0.976,0.232,2014
Bulgaria,Central and Eastern Europe,4.438,9.838,0.886,66.1,0.576,0.955,-0.055,2014
Croatia,Central and Eastern Europe,5.381,10.072,0.646,68.3,0.519,0.918,0.132,2014
Czech Republic,Central and Eastern Europe,6.484,10.446,0.878,68.66,0.8,0.897,-0.168,2014
Estonia,Central and Eastern Europe,5.556,10.331,0.917,67.74,0.773,0.652,-0.153,2014
Hungary,Central and Eastern Europe,5.181,10.183,0.845,66.24,0.494,0.855,-0.15,2014
Kosovo,Central and Eastern Europe,5,9.129,0.706,0,0.441,0.775,0.012,2014
Latvia,Central and Eastern Europe,5.729,10.144,0.881,65.64,0.671,0.804,-0.043,2014
Lithuania,Central and Eastern Europe,6.126,10.306,0.908,65.3,0.508,0.956,-0.263,2014
Montenegro,Central and Eastern Europe,5.283,9.777,0.863,67.74,0.503,0.768,0.097,2014
North Macedonia,Central and Eastern Europe,5.204,9.576,0.793,65.053,0.645,0.861,0.035,2014
Poland,Central and Eastern Europe,5.75,10.197,0.924,67.94,0.875,0.898,-0.064,2014
Romania,Central and Eastern Europe,5.727,10.041,0.753,66.08,0.754,0.958,-0.1,2014
Serbia,Central and Eastern Europe,5.113,9.627,0.783,66.84,0.532,0.912,0.072,2014
Slovakia,Central and Eastern Europe,6.139,10.244,0.924,67.76,0.635,0.914,-0.126,2014
Slovenia,Central and Eastern Europe,5.678,10.412,0.908,70,0.888,0.909,0.052,2014
Armenia,Commonwealth of Independent States,4.453,9.307,0.739,65.84,0.506,0.92,-0.218,2014
Azerbaijan,Commonwealth of Independent States,5.252,9.607,0.799,64.36,0.733,0.654,-0.208,2014
Belarus,Commonwealth of Independent States,5.812,9.856,0.88,64.62,0.647,0.682,-0.048,2014
Georgia,Commonwealth of Independent States,4.288,9.414,0.558,65.04,0.72,0.416,-0.233,2014
Kazakhstan,Commonwealth of Independent States,5.97,10.101,0.795,62.28,0.799,0.805,0.004,2014
Kyrgyzstan,Commonwealth of Independent States,5.252,8.46,0.898,62.78,0.736,0.897,0.355,2014
Moldova,Commonwealth of Independent States,5.917,9.241,0.805,62.58,0.623,0.925,-0.113,2014
Russia,Commonwealth of Independent States,6.037,10.171,0.932,62.68,0.744,0.869,-0.265,2014
Tajikistan,Commonwealth of Independent States,4.896,7.911,0.81,63.04,0.853,0.698,0.002,2014
Turkmenistan,Commonwealth of Independent States,5.787,9.427,0.909,60.76,0.805,0,0.032,2014
Ukraine,Commonwealth of Independent States,4.297,9.426,0.877,63.4,0.533,0.927,0.084,2014
Uzbekistan,Commonwealth of Independent States,6.049,8.659,0.952,64,0.954,0.536,0.061,2014
China,East Asia,5.196,9.386,0.82,68.24,0,0,-0.217,2014
Hong Kong,East Asia,5.458,10.94,0.834,0,0.843,0.423,0.224,2014
Japan,East Asia,5.923,10.575,0.9,74.52,0.838,0.617,-0.139,2014
Mongolia,East Asia,4.825,9.304,0.943,61.4,0.752,0.909,0.146,2014
South Korea,East Asia,5.801,10.546,0.738,72.44,0.623,0.834,-0.043,2014
Argentina,Latin America and Caribbean,6.671,10.067,0.918,68.02,0.745,0.854,-0.164,2014
Belize,Latin America and Caribbean,5.956,8.883,0.757,62.22,0.874,0.782,0.022,2014
Bolivia,Latin America and Caribbean,5.865,8.953,0.821,62.36,0.881,0.832,0.018,2014
Brazil,Latin America and Caribbean,6.981,9.664,0.898,65.54,0.714,0.71,-0.115,2014
Chile,Latin America and Caribbean,6.844,10.059,0.862,69.46,0.733,0.758,0.217,2014
Colombia,Latin America and Caribbean,6.449,9.546,0.907,66.58,0.801,0.887,-0.09,2014
Costa Rica,Latin America and Caribbean,7.247,9.775,0.914,70.5,0.927,0.788,0.01,2014
Dominican Republic,Latin America and Caribbean,5.387,9.582,0.891,64.68,0.905,0.76,-0.02,2014
Ecuador,Latin America and Caribbean,5.946,9.399,0.831,67.44,0.719,0.661,-0.167,2014
El Salvador,Latin America and Caribbean,5.857,8.986,0.798,65,0.778,0.781,-0.194,2014
Guatemala,Latin America and Caribbean,6.536,8.98,0.834,63.54,0.843,0.804,0.108,2014
Haiti,Latin America and Caribbean,3.889,7.477,0.554,50.54,0.509,0.708,0.285,2014
Honduras,Latin America and Caribbean,5.056,8.552,0.79,66.38,0.696,0.834,0.015,2014
Jamaica,Latin America and Caribbean,5.311,9.152,0.874,66.58,0.809,0.861,-0.001,2014
Mexico,Latin America and Caribbean,6.68,9.847,0.782,67.22,0.779,0.63,-0.094,2014
Nicaragua,Latin America and Caribbean,6.275,8.602,0.839,66.38,0.817,0.699,0.104,2014
Panama,Latin America and Caribbean,6.631,10.217,0.873,69.1,0.894,0.847,0.002,2014
Paraguay,Latin America and Caribbean,5.119,9.36,0.959,64.98,0.759,0.762,-0.002,2014
Peru,Latin America and Caribbean,5.866,9.382,0.819,67.02,0.722,0.878,-0.136,2014
Uruguay,Latin America and Caribbean,6.561,9.932,0.902,68.56,0.904,0.533,-0.073,2014
Venezuela,Latin America and Caribbean,6.136,9.557,0.904,65.86,0.57,0.827,-0.199,2014
Algeria,Middle East and North Africa,6.355,9.335,0.818,65.14,0,0,0,2014
Bahrain,Middle East and North Africa,6.165,10.783,0,67.42,0,0,0,2014
Egypt,Middle East and North Africa,4.885,9.245,0.619,60.64,0.578,0.749,-0.126,2014
Iran,Middle East and North Africa,4.682,9.476,0.644,64.86,0.767,0.64,0.241,2014
Iraq,Middle East and North Africa,4.542,9.25,0.725,58.64,0.646,0.726,-0.001,2014
Israel,Middle East and North Africa,7.401,10.533,0.889,72.64,0.707,0.818,0.094,2014
Jordan,Middle East and North Africa,5.333,9.222,0.816,65.9,0.729,0,-0.104,2014
Kuwait,Middle East and North Africa,6.18,10.945,0,65.8,0,0,0,2014
Lebanon,Middle East and North Africa,5.233,9.739,0.759,65.52,0.657,0.939,-0.012,2014
Palestinian Territories,Middle East and North Africa,4.722,8.457,0.775,0,0.657,0.804,-0.147,2014
Saudi Arabia,Middle East and North Africa,6.278,10.783,0.818,65.2,0.762,0,-0.073,2014
Tunisia,Middle East and North Africa,4.764,9.26,0.68,65.82,0.589,0.783,-0.232,2014
Turkey,Middle East and North Africa,5.58,10.124,0.863,65.36,0.649,0.764,-0.024,2014
United Arab Emirates,Middle East and North Africa,6.54,11.041,0,66.48,0,0,0,2014
Yemen,Middle East and North Africa,3.968,8.117,0.638,54.3,0.664,0.885,-0.157,2014
Canada,North America and ANZ,7.304,10.775,0.918,72.84,0.939,0.442,0.27,2014
United States,North America and ANZ,7.151,10.956,0.902,68.62,0.866,0.702,0.221,2014
Afghanistan,South Asia,3.131,7.718,0.526,52.88,0.509,0.871,0.104,2014
Bangladesh,South Asia,4.636,8.164,0.577,62.38,0.736,0.789,-0.098,2014
India,South Asia,4.424,8.538,0.621,58.6,0.809,0.832,-0.026,2014
Nepal,South Asia,4.975,7.948,0.786,60,0.712,0.841,0.121,2014
Pakistan,South Asia,5.436,8.336,0.552,57.08,0.543,0.677,0.14,2014
Sri Lanka,South Asia,4.268,9.344,0.805,66.5,0.868,0.791,0.299,2014
Cambodia,Southeast Asia,3.883,8.121,0.693,60.02,0.938,0.843,0.239,2014
Indonesia,Southeast Asia,5.597,9.19,0.905,61.28,0.719,0.97,0.408,2014
Malaysia,Southeast Asia,5.963,10.082,0.863,66.24,0.808,0.845,0.239,2014
Myanmar,Southeast Asia,4.786,8.299,0.774,57.74,0,0.592,0.698,2014
Philippines,Southeast Asia,5.313,8.85,0.813,61.4,0.902,0.787,-0.015,2014
Singapore,Southeast Asia,7.062,11.383,0.822,75.68,0.835,0.133,0.154,2014
Thailand,Southeast Asia,6.985,9.672,0.933,66.38,0.9,0.92,0.553,2014
Vietnam,Southeast Asia,5.085,8.716,0.792,67.14,0,0,0,2014
Bhutan,Southern Asia,4.939,9.167,0.88,59.9,0.834,0.65,0.268,2014
Angola,Sub-Saharan Africa,3.795,9.017,0.755,54.6,0.375,0.834,-0.168,2014
Benin,Sub-Saharan Africa,3.347,7.998,0.506,52.82,0.776,0.855,-0.096,2014
Botswana,Sub-Saharan Africa,4.031,9.756,0.859,56.02,0.791,0.743,-0.105,2014
Burkina Faso,Sub-Saharan Africa,3.481,7.559,0.742,51.86,0.71,0.801,-0.004,2014
Burundi,Sub-Saharan Africa,2.905,6.787,0.565,51.82,0.431,0.808,-0.059,2014
Cameroon,Sub-Saharan Africa,4.24,8.12,0.778,49.9,0.795,0.856,-0.071,2014
Chad,Sub-Saharan Africa,3.46,7.532,0.733,46.38,0.567,0.881,-0.07,2014
Congo (Brazzaville),Sub-Saharan Africa,4.056,8.242,0.686,55.72,0.662,0.808,-0.11,2014
Congo (Kinshasa),Sub-Saharan Africa,4.414,6.937,0.822,51.66,0.556,0.814,0.009,2014
Ethiopia,Sub-Saharan Africa,4.507,7.413,0.64,56.4,0.694,0.702,0.08,2014
Gabon,Sub-Saharan Africa,3.918,9.644,0.829,57.52,0.607,0.782,-0.198,2014
Ghana,Sub-Saharan Africa,3.86,8.45,0.651,55.62,0.677,0.913,0.001,2014
Guinea,Sub-Saharan Africa,3.412,7.632,0.638,50.88,0.684,0.705,0.006,2014
Ivory Coast,Sub-Saharan Africa,3.57,8.334,0.711,47.4,0.781,0.671,-0.08,2014
Kenya,Sub-Saharan Africa,4.905,8.219,0.765,57.74,0.819,0.849,0.172,2014
Liberia,Sub-Saharan Africa,4.571,7.391,0.708,53.28,0.59,0.869,-0.03,2014
Madagascar,Sub-Saharan Africa,3.676,7.34,0.655,57.48,0.529,0.791,-0.023,2014
Malawi,Sub-Saharan Africa,4.563,6.935,0.512,54.48,0.786,0.824,0.061,2014
Mali,Sub-Saharan Africa,3.975,7.638,0.843,49.84,0.652,0.658,-0.037,2014
Mauritania,Sub-Saharan Africa,4.483,8.519,0.853,55.78,0.468,0.589,-0.054,2014
Mauritius,Sub-Saharan Africa,5.648,9.865,0.785,65.3,0.824,0.879,0.176,2014
Namibia,Sub-Saharan Africa,4.574,9.232,0.763,55.16,0.849,0.79,-0.183,2014
Niger,Sub-Saharan Africa,4.181,7.027,0.753,51.48,0.688,0.605,-0.046,2014
Rwanda,Sub-Saharan Africa,3.596,7.484,0.748,58.68,0.894,0.078,-0.023,2014
Senegal,Sub-Saharan Africa,4.395,7.961,0.856,57.94,0.692,0.7,-0.045,2014
Sierra Leone,Sub-Saharan Africa,4.5,7.6,0.869,45.58,0.681,0.786,0.034,2014
Somalia,Sub-Saharan Africa,5.528,0,0.611,49.6,0.874,0.456,0,2014
South Africa,Sub-Saharan Africa,4.828,9.464,0.881,54.34,0.794,0.82,-0.117,2014
South Sudan,Sub-Saharan Africa,3.832,0,0.545,49.84,0.567,0.742,0,2014
Sudan,Sub-Saharan Africa,4.139,8.317,0.811,55.12,0.39,0.794,-0.063,2014
Tanzania,Sub-Saharan Africa,3.483,7.734,0.789,55.26,0.654,0.878,0.11,2014
Togo,Sub-Saharan Africa,2.839,7.247,0.444,53.02,0.663,0.795,-0.085,2014
Uganda,Sub-Saharan Africa,3.77,7.611,0.821,53.68,0.834,0.898,0.009,2014
Zambia,Sub-Saharan Africa,4.346,8.146,0.706,53.06,0.812,0.809,-0.011,2014
Austria,Western Europe,6.95,10.882,0.899,71.96,0.885,0.567,0.118,2014
Belgium,Western Europe,6.855,10.795,0.944,71.28,0.861,0.512,0.001,2014
Cyprus,Western Europe,5.627,10.406,0.77,72.96,0.715,0.868,0.06,2014
Denmark,Western Europe,7.508,10.862,0.956,71.28,0.942,0.237,0.118,2014
Finland,Western Europe,7.385,10.714,0.952,71.36,0.933,0.265,-0.001,2014
France,Western Europe,6.467,10.674,0.878,73,0.803,0.656,-0.118,2014
Germany,Western Europe,6.984,10.835,0.938,71.22,0.899,0.474,0.088,2014
Greece,Western Europe,4.756,10.257,0.832,71.74,0.369,0.93,-0.288,2014
Ireland,Western Europe,7.018,10.959,0.968,71.9,0.922,0.406,0.264,2014
Italy,Western Europe,6.027,10.599,0.898,72.96,0.624,0.92,-0.065,2014
Luxembourg,Western Europe,6.891,11.598,0.875,72.42,0.938,0.366,0.106,2014
Malta,Western Europe,6.452,10.486,0.941,72.08,0.904,0.67,0.404,2014
Netherlands,Western Europe,7.321,10.867,0.909,71.88,0.91,0.457,0.331,2014
North Cyprus,Western Europe,5.786,0,0.802,0,0.83,0.692,0,2014
Norway,Western Europe,7.444,11.024,0.941,72.68,0.956,0.405,0.181,2014
Portugal,Western Europe,5.127,10.325,0.862,71.6,0.847,0.941,-0.126,2014
Spain,Western Europe,6.456,10.492,0.948,73.38,0.738,0.854,-0.028,2014
Sweden,Western Europe,7.239,10.82,0.933,72.22,0.945,0.25,0.202,2014
Switzerland,Western Europe,7.493,11.098,0.959,73.06,0.949,0.283,0.06,2014
United Kingdom,Western Europe,6.758,10.697,0.91,71.62,0.857,0.484,0.355,2014
Taiwan Province of China,East Asia,6.363,10.798,0.87,0,0.693,0.866,0.092,2014
Switzerland,Western Europe,7.587,1.39651,1.34951,0.94143,0.66557,0.41978,0.29678,2015
Iceland,Western Europe,7.561,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2015
Denmark,Western Europe,7.527,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2015
Norway,Western Europe,7.522,1.459,1.33095,0.88521,0.66973,0.36503,0.34699,2015
Canada,North America,7.427,1.32629,1.32261,0.90563,0.63297,0.32957,0.45811,2015
Finland,Western Europe,7.406,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2015
Netherlands,Western Europe,7.378,1.32944,1.28017,0.89284,0.61576,0.31814,0.4761,2015
Sweden,Western Europe,7.364,1.33171,1.28907,0.91087,0.6598,0.43844,0.36262,2015
New Zealand,Australia and New Zealand,7.286,1.25018,1.31967,0.90837,0.63938,0.42922,0.47501,2015
Australia,Australia and New Zealand,7.284,1.33358,1.30923,0.93156,0.65124,0.35637,0.43562,2015
Israel,Middle East and Northern Africa,7.278,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,2015
Costa Rica,Latin America and Caribbean,7.226,0.95578,1.23788,0.86027,0.63376,0.10583,0.25497,2015
Austria,Western Europe,7.2,1.33723,1.29704,0.89042,0.62433,0.18676,0.33088,2015
Mexico,Latin America and Caribbean,7.187,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,2015
United States,North America,7.119,1.39451,1.24711,0.86179,0.54604,0.1589,0.40105,2015
Brazil,Latin America and Caribbean,6.983,0.98124,1.23287,0.69702,0.49049,0.17521,0.14574,2015
Luxembourg,Western Europe,6.946,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,2015
Ireland,Western Europe,6.94,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901,2015
Belgium,Western Europe,6.937,1.30782,1.28566,0.89667,0.5845,0.2254,0.2225,2015
United Arab Emirates,Middle East and Northern Africa,6.901,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428,2015
United Kingdom,Western Europe,6.867,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912,2015
Oman,Middle East and Northern Africa,6.853,1.36011,1.08182,0.76276,0.63274,0.32524,0.21542,2015
Venezuela,Latin America and Caribbean,6.81,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841,2015
Singapore,Southeastern Asia,6.798,1.52186,1.02,1.02525,0.54252,0.4921,0.31105,2015
Panama,Latin America and Caribbean,6.786,1.06353,1.1985,0.79661,0.5421,0.0927,0.24434,2015
Germany,Western Europe,6.75,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2015
Chile,Latin America and Caribbean,6.67,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363,2015
Qatar,Middle East and Northern Africa,6.611,1.69042,1.0786,0.79733,0.6404,0.52208,0.32573,2015
France,Western Europe,6.575,1.27778,1.26038,0.94579,0.55011,0.20646,0.12332,2015
Argentina,Latin America and Caribbean,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451,2015
Czech Republic,Central and Eastern Europe,6.505,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,2015
Uruguay,Latin America and Caribbean,6.485,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2015
Colombia,Latin America and Caribbean,6.477,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2015
Thailand,Southeastern Asia,6.455,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,2015
Saudi Arabia,Middle East and Northern Africa,6.411,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706,2015
Spain,Western Europe,6.329,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2015
Malta,Western Europe,6.302,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,2015
Taiwan,Eastern Asia,6.298,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2015
Kuwait,Middle East and Northern Africa,6.295,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,2015
Suriname,Latin America and Caribbean,6.269,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2015
Trinidad and Tobago,Latin America and Caribbean,6.168,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2015
El Salvador,Latin America and Caribbean,6.13,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,2015
Guatemala,Latin America and Caribbean,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2015
Uzbekistan,Central and Eastern Europe,6.003,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837,2015
Slovakia,Central and Eastern Europe,5.995,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2015
Japan,Eastern Asia,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,2015
South Korea,Eastern Asia,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2015
Ecuador,Latin America and Caribbean,5.975,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2015
Bahrain,Middle East and Northern Africa,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,2015
Italy,Western Europe,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2015
Bolivia,Latin America and Caribbean,5.89,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2015
Moldova,Central and Eastern Europe,5.889,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,2015
Paraguay,Latin America and Caribbean,5.878,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2015
Kazakhstan,Central and Eastern Europe,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2015
Slovenia,Central and Eastern Europe,5.848,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,2015
Lithuania,Central and Eastern Europe,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2015
Nicaragua,Latin America and Caribbean,5.828,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2015
Peru,Latin America and Caribbean,5.824,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2015
Belarus,Central and Eastern Europe,5.813,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2015
Poland,Central and Eastern Europe,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,2015
Malaysia,Southeastern Asia,5.77,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,2015
Croatia,Central and Eastern Europe,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2015
Libya,Middle East and Northern Africa,5.754,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2015
Russia,Central and Eastern Europe,5.716,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2015
Jamaica,Latin America and Caribbean,5.709,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2015
North Cyprus,Western Europe,5.695,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,2015
Cyprus,Western Europe,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,2015
Algeria,Middle East and Northern Africa,5.605,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2015
Kosovo,Central and Eastern Europe,5.589,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2015
Turkmenistan,Central and Eastern Europe,5.548,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,2015
Mauritius,Sub-Saharan Africa,5.477,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,2015
Hong Kong,Eastern Asia,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,2015
Estonia,Central and Eastern Europe,5.429,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,2015
Indonesia,Southeastern Asia,5.399,0.82827,1.08708,0.63793,0.46611,0,0.51535,2015
Vietnam,Southeastern Asia,5.36,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2015
Turkey,Middle East and Northern Africa,5.332,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2015
Kyrgyzstan,Central and Eastern Europe,5.286,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2015
Nigeria,Sub-Saharan Africa,5.268,0.65435,0.90432,0.16007,0.34334,0.0403,0.27233,2015
Bhutan,Southern Asia,5.253,0.77042,1.10395,0.57407,0.53206,0.15445,0.47998,2015
Azerbaijan,Central and Eastern Europe,5.212,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2015
Pakistan,Southern Asia,5.194,0.59543,0.41411,0.51466,0.12102,0.10464,0.33671,2015
Jordan,Middle East and Northern Africa,5.192,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,2015
Montenegro,Central and Eastern Europe,5.192,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2015
China,Eastern Asia,5.14,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,2015
Zambia,Sub-Saharan Africa,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2015
Romania,Central and Eastern Europe,5.124,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,2015
Serbia,Central and Eastern Europe,5.123,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2015
Portugal,Western Europe,5.102,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719,2015
Latvia,Central and Eastern Europe,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,2015
Philippines,Southeastern Asia,5.073,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,2015
Somaliland region,Sub-Saharan Africa,5.057,0.18847,0.95152,0.43873,0.46582,0.39928,0.50318,2015
Morocco,Middle East and Northern Africa,5.013,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2015
